application_id,applicant_name,age,gender,state,employment_status,annual_income,loan_amount_requested,loan_purpose,credit_score,dti_ratio,application_date,num_dependents,has_coborrower,loan_term_months,interest_rate_offered,application_status
APP47649,Person_47,29,Other,New york,Part-time,167848.32,,Debt consolidation,391,0.5066,2024-02-04,3,Yes,24,11.6,Approved
APP40957,Person_530,50,Male,Unknown,Self-employed,192672.51,34843.97#,Vacation,645,0.6796,2018-11-29,0,No,36,20.07,Approved
APP87021,Person_649,43,Female,Texas,Self-employed,,6001.82,Home improvement,621,0.1583,2022-07-27,4,Yes,48,20.84,Approved
APP46458,Person_19,28,Male,Unknown,Employed,153796.47,51147.99,Auto loan,803,0.7283,2020-02-08,2,No,24,67.1,Pending
APP26144,Person_382,55,Male,Ohio,Self-employed,166314.93,-46427.23,Unknown,411,0.4275,2023-10-30,3,Yes,84,93.2,Rejected
APP87819,Person_987,52,Female,Georgia,Retired,102789.9,75919.96,Medical,817,0.4749,2021-08-22,0,Yes,60,17.59,Approved
APP41741,Person_644,29,Other,Texas,Part-time,,,Medical,568,0.7382,2022-01-21,0,No,48,27.84,Approved
APP61423,Unknown,65,Female,Texas,Part-time,71502.47,76744.6,Debt consolidation,568,0.7365,2022-04-28,6,Yes,12,20.3,
APP32091,Person_311,62,Female,New york,Employed,43863.5,46.965900000000005,Auto loan,818,0.5402,2021-08-19,3,No,20,23.91,Under review
APP97472,Person_851,66,Unknown,California,Employed,192425.83,-32560.39,Home improvement,681,0.6215,2024-04-05,3,No,24,53.9,Approved
APP36718,Person_474,66,Female,Georgia,Unemployed,130207.31,72110.14USD,Business,385,0.404,2023-09-13,1,Yes,20,11.47,Approved
APP45471,Person_840,53,Female,Florida,Unemployed,195815.37,22865.06,Home improvement,341,0.2447,2021-12-31,6,Yes,48,25.55,Approved
APP96364,,28,Female,California,Unemployed,4802590.0,26602.05,Vacation,568,0.4591,2018-06-03,0,No,24,20.62,Rejected
APP86546,Person_957,57,Female,Georgia,Employed,133575.8,59902.9,Auto loan,616,0.3918,2022-06-09,0,Yes,48,27.23,Under review
APP67386,Person_177,5,Female,Pennsylvania,Unemployed,241334.12999999998,60705.38,Auto loan,408,0.5972,2018-01-27,6,No,36,21.99,Under review
APP23746,Person_581,20,Female,New york,Employed,42925.19,28642.44,Debt consolidation,328,0.1295,2018-12-29,0,Yes,12,25.76,Approved
APP57124,Person_60,54,Female,Florida,Self-employed,206452.9,47911.78,Debt consolidation,387,0.1266,2023-08-12,2,No,48,56.0,Pending
APP41882,Unknown,22,Other,Texas,Retired,194845.02,27431.42,Debt consolidation,417,0.1078,2023-09-11,5,No,60,17.47,Rejected
app11112,Person_358,41,Male,Pennsylvania,Employed,,71829.92,Medical,455,0.7443,2020-12-30,2,Yes,60,50.9,Approved
APP66983,Person_819,62,Male,Florida,Self-employed,187550.07,1974.31,Education,830,0.2884,2019-02-25,2,No,12,21.9,Approved
APP64790,Person_528,58,Non-binary,California,Part-time,27619.29,55368.94,Business,477,,2020-06-21,4,,84,13.56,Pending
APP29331,Person_236,58,Non-binary,Ohio,Part-time,91406.62,63569.33,Medical,568,0.234,2021-05-21,4,No,48,12.12,Rejected
APP72105,Person_931,30,Female,Florida,Employed,99865.9,44112.33,Education,822,0.1375,2021-11-11,5,Yes,12,20.25,Pending
APP13584,Person_107,18,Female,California,Contract,77814.19,31231.19,Medical,525,0.5238,2020-12-23,1,No,12,20.06,
APP30218,Person_763,48,Male,California,Contract,88575.98,60680.93,Business,568,0.5151,2020-10-08,2,No,48,20.37,Under review
APP37171,Person_569,36,Male,Florida,,202372.52,67.87816000000001,Debt consolidation,560,0.3221,2019-02-10,6,Yes,12,97.5,Pending
APP65977,Person_238,53,,Illinois,Self-employed,199469.48,41097.3,Vacation,574,0.6657,2022-10-24,5,No,60,59.4,Under review
APP33315,Person_823,53,Non-binary,Ohio,Unemployed,213808.75,,Medical,539,0.4567,2023-02-14,1,No,84,20.2,Rejected
APP51652,Person_99,34,Male,New york,Part-time,94176.29,53094.36,Home improvement,456,0.4459,2019-07-28,1,Yes,12,24.31,Rejected
APP32245,Person_233,34,Male,Florida,Employed,55461.62,23129.27,Auto loan,672,0.2974,2018-12-08,3,Yes,12,19.27,Under review
APP51423,Person_550,37,Unknown,New york,Self-employed,98471.75,35762.98,Unknown,363,0.3114,2018-11-24,4,Yes,36,13.41,Rejected
APP70142,Person_504,62,Other,New york,Self-employed,60519.31,36791.99,Auto loan,303,0.4066,2019-10-16,0,Unknown,12,10.93,Approved
APP12191,Unknown,32,Female,Pennsylvania,Part-time,190746.23,42520.4,Medical,455,0.444,2023-11-08,3,Yes,12,17.12,Rejected
APP31310,Person_484,42,Female,Texas,,110217.79,74639.25,Business,617,0.2071,2021-10-26,0,Yes,36,76.7,Approved
APP72824,Person_408,68,Other,Florida,Contract,132806.84,UNKNOWN,Medical,568,0.3602,2022-07-20,4,Yes,84,50.9,Approved
APP67162,Person_472,68,Female,Florida,Contract,59538.6,16271.33,Debt consolidation,317,26.39,2023-10-06,1,,48,40.1,Pending
APP42110,Person_939,27,Male,New york,Employed,18860033.0,18223.88,Auto loan,656,0.58,2022-01-05,5,Yes,72,98.8,Rejected
APP93422,Person_181,47,Female,Ohio,Unemployed,120098.55,74551.81,Vacation,801,0.5622,2023-11-12,0,No,84,13.83,Approved
APP29769,Person_12,42,Non-binary,New york,Retired,178996.36,56807.11,Medical,365,0.3404,2021-01-22,3,Yes,24,26.03,Unknown
APP85877,Person_887,20,Female,Florida,Self-employed,30651.37,47067.45,Debt consolidation,354,0.3557,2022-01-07,3,No,72,10.27,Rejected
APP39272,Person_85,58,Non-binary,Ohio,Employed,89243.78,63259.14#,Business,639,0.3102,2021-07-19,1,No,36,36.2,Pending
APP13332,Person_301,25,Female,Florida,Self-employed,190594.63,59453.11,Medical,689,0.0845,2019-04-04,3,Yes,36,20.25,Approved
APP48720,Person_716,37,Male,New york,Self-employed,127101.24,40218.88,Auto loan,591,0.4808,2021-03-12,1,No,12,42.6,Approved
APP74076,Person_782,67,Male,Texas,Unknown,117219.38,39897.3,Auto loan,799,0.3063,2018-02-23,6,Yes,20,53.4,Approved
APP69019,Person_990,36,,California,Unemployed,126592.32,74093.9,Education,438,0.7285,2023-04-24,6,Yes,36,20.25,
APP37195,Person_909,58,Female,Texas,Part-time,112012.35,49084.54,Vacation,827,0.6278,2021-07-27,0,Yes,60,24.41,Pending
APP97073,Person_496,29,Male,Illinois,Self-employed,153335.12,25102.18,Auto loan,756,0.6085,2024-01-22,0,Yes,60,11.33,Rejected
APP69372,Person_135,45,Male,New york,,108475.98,UNKNOWN,Debt consolidation,500,0.194,2020-08-21,5,Yes,48,86.7,Under review
APP40415,Person_577,22,Female,Georgia,Retired,211682.69,8277.1,Business,481,0.7481,2021-03-27,6,Yes,72,92.2,Rejected
APP78701,Person_850,26,Male,New york,Employed,207587.63999999998,13577.99,Medical,621,,2022-09-07,4,No,12,23.56,Pending
APP25615,Person_160,28,Other,Florida,Self-employed,90977.73,30730.59,,770,0.0752,2021-12-15,3,Yes,84,41.6,Approved
APP25627,Person_877,54,Female,Ohio,Self-employed,245724.75,52422.23,Education,841,0.2042,2022-04-22,2,Yes,36,38.2,Rejected
APP48950,Person_904,54,Female,Florida,Self-employed,238199.23,41938.43,Debt consolidation,449,0.7382,2022-09-19,0,Yes,84,37.3,Under review
APP48202,Person_347,35,Male,New york,Contract,,63405.66,Education,645,0.1782,2023-09-25,3,Yes,12,12.98,Rejected
APP54756,Person_991,27,Non-binary,California,Self-employed,199040.49,55180.24 ,Auto loan,464,0.3793,2024-01-23,6,No,36,19.21,Approved
APP57484,Person_512,27,Female,Texas,Self-employed,,,Home improvement,346,0.5837,2023-05-23,5,No,12,11.02,Pending
APP18649,Person_912,50,Female,,Contract,231233.56,69442.93,,469,0.2549,2021-09-30,6,Yes,72,50.5,Approved
APP70513,Person_742,57,Male,Texas,Retired,114514.49,15665.52,Home improvement,544,0.2532,2022-08-16,6,No,6,20.25,Rejected
APP64209,Person_121,57,Male,New york,Employed,98807.42,UNKNOWN,Business,324,,2024-01-13,1,Yes,24,19.87,
APP45844,Person_747,24,Male,Texas,Employed,189228.59,75554.68,Education,572,0.1188,2020-05-27,3,No,12,25.98,Rejected
APP90405,Person_187,18,Female,Texas,Part-time,205552.16,,,805,0.7271,2023-11-13,6,Unknown,72,97.0,Unknown
APP56112,Person_16,30,Female,New york,Contract,80852.61,20860.89,Auto loan,423,0.5549,2019-06-02,6,No,48,11.85,Approved
APP89603,Person_852,48,Female,Pennsylvania,Unknown,209833.69,37925.64USD,Auto loan,568,50.17,2023-09-14,3,Yes,60,12.6,Approved
APP30001,Person_801,42,,Florida,Contract,201799.39,47083.54,Debt consolidation,568,0.6428,2024-04-04,0,Yes,48,10.87,Under review
APP80399,Person_944,25,Male,California,Part-time,129402.47,32846.58,Education,617,0.6232,2024-02-23,3,Yes,24,92.3,Pending
APP50346,Person_783,25,Female,New york,Retired,,33603.15,Business,557,0.3996,2022-04-12,4,Yes,48,17.81,Approved
APP59259,Person_309,25,Male,Florida,Employed,219931.28,53737.01,Unknown,343,0.4712,2022-11-04,0,Yes,36,23.15,Approved
APP68802,Person_482,32,Male,Texas,Contract,95949.27,5125.81,Business,348,0.3043,2020-11-30,6,,48,42.4,Under review
APP30636,Unknown,23,Female,New york,Self-employed,82017.35,32555.26,Debt consolidation,704,0.3338,2020-11-21,6,Yes,60,94.6,Pending
APP58825,Person_422,54,Non-binary,Texas,Contract,215614.55,65407.56,Business,568,0.4234,2019-07-07,3,Yes,24,20.25,Approved
APP87014,Person_23,54,Female,New york,Part-time,241190.74,55534.77,Auto loan,767,0.6417,2021-12-14,5,Yes,72,18.89,Approved
APP42229,Person_848,61,Male,California,,112113.66,52684.64,Auto loan,428,,2021-02-11,4,No,36,14.22,Rejected
APP95175,Person_69,37,Other,Illinois,Employed,33338.7,56195.39#,Medical,544,0.0905,2018-01-05,6,Unknown,60,15.66,Approved
APP92853,Person_432,73,Other,California,Unknown,232679.06,71979.64,Education,719,0.2426,2020-09-11,1,No,84,20.25,Approved
APP94902,Unknown,72,Female,California,Self-employed,30857.87,?,Education,803,0.243,2022-02-05,0,Yes,36,52.8,Approved
APP52332,Person_924,54,Male,New york,Self-employed,18987.07, ,Home improvement,483,0.2444,2022-12-22,6,Yes,36,67.7,Approved
APP50045,Person_676,53,Female,Georgia,Retired,135356.81,,Business,349,0.0731,2022-12-24,6,Yes,48,27.29,Under review
APP90977,Person_796,47,Female,California,Self-employed,182881.2,70059.1,Business,672,0.4699,2020-12-15,5,Yes,84,15.53,Rejected
APP33291,Person_911,75,Female,Texas,,81522.9,,Auto loan,837,0.4506,2020-10-31,2,No,48,97.4,Approved
APP49876,Person_554,75,Female,New york,Unemployed,84738.04,58506.16,,338,0.4982,2023-09-14,2,Yes,48,10.43,Approved
APP58915,Person_891,75,Female,New york,Self-employed,111749.08,-47883.25,Education,383,,2020-04-19,4,Yes,60,13.84,Rejected
APP65923,Person_74,49,Female,New york,Contract,67814.14,15784.94,Home improvement,586,0.3622,2023-09-06,4,Yes,60,49.4,Under review
APP68805,Person_218,21,Female,California,Self-employed,174489.14,70672.51,Education,836,0.6827,2023-10-13,3,,60,10.81,Pending
APP18836,Person_975,75,Female,Texas,Part-time,121683.72,13112.21,Vacation,707,0.4037,2018-04-17,4,No,84,71.8,Rejected
APP25127,Person_265,56,Female,Illinois,Contract,121241.74,76651.07,Business,719,0.3033,2023-07-18,6,Unknown,48,17.09,Rejected
APP42640,Person_368,34,Non-binary,Florida,,224379.71,56845.44,Auto loan,561,0.5038,2020-05-10,0,Yes,48,24.79,Rejected
APP43779,Person_110,38,Male,New york,Part-time,113528.53,28736.15,Vacation,503,45.38,2021-11-08,2,Yes,48,14.4,Approved
app83053,Person_672,59,Non-binary,Georgia,Self-employed,211192.97,37142.9,Vacation,746,0.6504,2023-10-08,6,Yes,60,17.87,Pending
APP37362,,57,Female,New york,Part-time,,44744.41,Education,731,0.3918,2019-03-27,3,Yes,60,12.24,Rejected
APP29879,,64,Male,,Employed,86131.64,7575.76,Auto loan,354,0.2793,2018-02-18,1,No,60,19.39,Approved
APP42133,Person_185,64,Male,New york,Part-time,,73007.93,Debt consolidation,762,0.0793,2021-02-18,1,No,72,21.94,Under review
APP90903,Person_286,64,Female,New york,Retired,209532.57,66958.51,Auto loan,836,0.4483,2020-02-24,2,No,24,47.0,Under review
APP28258,Person_592,46,Female,Unknown,Employed,70515.48,23083.2,Medical,443,0.4736,2022-06-11,1,Yes,24,15.75,
APP44083,Person_414,46,Male,,Retired,50071.83,60868.78,Auto loan,762,0.0007128,2022-07-10,6,No,48,17.97,Rejected
APP14932,Person_459,59,Non-binary,,Retired,107580.06,22519.57USD,Auto loan,736,0.4815,2018-11-17,4,Yes,60,18.49,Approved
app21343,Person_429,70,Non-binary,Texas,Unemployed,181346.48,71452.92USD,Auto loan,530,0.7407,2022-05-10,3,Yes,60,19.06,Pending
APP37114,Person_61,59,Male,California,Part-time,98805.67,8712.22,Medical,763,0.2732,2020-05-29,2,No,60,83.3,Under review
APP41161,Person_766,22,,Miami,Part-time,207346.31,32999.77,Medical,620,0.7353,2021-07-16,0,Yes,84,20.25,
APP34235,Person_948,21,Female,Ohio,Self-employed,47158.93,52958.93,Debt consolidation,780,0.1222,2019-05-07,3,Yes,72,15.03,Under review
APP49387,Person_446,18,Non-binary,Illinois,Employed,120306.26,35087.33#,Business,501,0.5294,2024-03-22,2,Yes,60,19.09,Under review
APP30157,Person_683,21,Male,Florida,Unemployed,69231.11,62769.32,Business,568,0.0871,2023-07-11,1,No,60,10.19,Pending
APP20930,Person_967,28,,Ohio,Employed,25190.67,71045.81,Medical,504,0.7423,2019-10-02,3,No,84,11.25,Unknown
APP51072,,31,Female,Georgia,Contract,52691.75,9980.65,Vacation,326,0.6747,2018-02-11,2,Yes,48,23.43,Approved
APP10728,Person_985,42,Male,Texas,Employed,21143.94,71267.34,Vacation,338,6.569999999999999,2023-12-13,5,No,60,22.92,Pending
APP84650,Person_654,46,Non-binary,Florida,Contract,35032.94,57192.54,Business,424,0.2317,2023-12-06,6,No,60,12.51,Under review
APP63788,Person_307,40,Other,Illinois,Retired,129576.25,13659.98,Business,548,0.3239,2019-05-27,5,Yes,84,11.86,Approved
APP45784,Person_862,49,Female,Ohio,Retired,51389.86,34941.85,Home improvement,519,0.0902,2021-06-05,3,Yes,48,19.86,Under review
APP62535,Person_134,68,Non-binary,Georgia,Part-time,73349.47,20251.59,Home improvement,462,0.7317,2022-07-21,4,Yes,12,25.24,Approved
APP63578,Person_33,60,Non-binary,Illinois,Part-time,175504.27,5136.88,Education,642,0.0961,2019-01-18,5,,24,11.87,Under review
APP31631,Person_780,37,Male,Florida,Employed,201311.6,,Debt consolidation,436,0.3487,2020-12-19,2,No,6,19.62,Rejected
APP60269,,23,Female,New york,Employed,77344.03,48796.47,Home improvement,568,,2018-02-21,2,Yes,36,27.86,Under review
APP13883,Person_57,23,Female,New york,Unemployed,199783.17,3659347.0,Education,533,0.2991,2024-03-31,4,Yes,6,22.72,Approved
APP76150,,25,Female,Texas,Self-employed,186479.66,31976.26,Medical,788,0.5152,2023-03-01,6,Yes,36,25.18,Approved
APP65194,Person_632,27,Male,,Part-time,208316.3,UNKNOWN,Auto loan,426,0.1572,2022-09-21,0,Yes,12,13.18,Approved
APP83203,Person_768,55,Female,Texas,Retired,239379.35,,Auto loan,674,0.0621,2023-11-09,2,No,48,51.7,Pending
APP21708,,39,Male,Illinois,Employed,84011.6,56665.62,Vacation,751,0.5145,2021-11-27,5,Yes,72,86.7,Pending
APP20001,Person_467,62,,New york,Contract,41137.29,7678.37,Debt consolidation,348,0.1335,2021-12-24,4,No,24,26.66,Under review
APP34340,Person_318,75,,California,Contract,183279.25,6764.12USD,Medical,508,0.3967,2021-06-22,5,Yes,84,10.31,Pending
APP60504,Person_291,1,Male,Texas,Self-employed,114764.79,-21542.31,Business,850,0.1347,2021-10-23,1,No,72,15.54,Approved
APP45842,Person_46,63,Female,California,Retired,151046.62,43912.08,Auto loan,704,0.6229,2023-04-19,5,Yes,24,26.41,Pending
APP78417,Person_277,53,Female,Florida,Contract,36142.32,48825.1,Medical,519,0.7188,2020-01-04,0,Yes,36,25.94,Approved
APP90351,Person_858,71,Male,Florida,Retired,94690.48,15293.91,Education,594,0.6186,2022-09-23,1,Yes,84,19.99,
APP39998,Person_945,25,Female,Texas,Part-time,129246.71,71639.01,Auto loan,451,0.1594,2018-01-16,3,Yes,72,75.1,Rejected
APP48844,Person_224,26,Male,Ohio,Employed,146099.01,14517.62,Education,346,0.4235,2021-08-22,5,No,24,38.8,Rejected
APP56838,Person_647,23,Male,,Self-employed,142646.77,60069.79,Business,716,0.3395,2024-01-13,5,No,60,49.2,Approved
APP35046,Person_280,30,Male,Texas,Retired,189241.63,25528.48,Auto loan,688,0.5441,2024-01-13,1,Yes,84,11.88,Under review
APP27210,Person_769,23,Female,New york,Part-time,168722.64,73431.15,Auto loan,697,0.4643,2021-08-22,4,Yes,20,71.9,Approved
APP93810,Person_0,19,Female,California,Retired,190039.72,20346.46,Business,442,0.5655,2019-01-02,6,Yes,60,54.3,Rejected
APP28500,Person_963,39,Other,Florida,Unknown,247415.57,14792.55,Home improvement,446,0.2677,2023-07-27,0,No,12,18.49,Pending
APP89274,Person_772,58,Male,New york,Unknown,157332.29,28286.32,Debt consolidation,345,0.117,2024-01-22,3,Yes,84,24.97,Rejected
APP41766,Person_684,23,Male,Pennsylvania,Unemployed,241375.91,52143.08,,630,,2018-08-16,2,,72,70.7,Under review
APP95196,Person_66,43,Male,,Self-employed,220866.22,UNKNOWN,Business,395,0.5082,2020-07-26,0,No,36,68.6,Pending
APP80046,Person_559,44,Female,Ohio,Unknown,21941.35,,Medical,625,0.6244,2018-10-11,2,Yes,12,15.15,Rejected
APP15909,Person_593,71,Male,California,Unemployed,173770.47,4851.17,Unknown,545,0.5001,2021-06-20,5,No,12,22.6,Under review
APP87373,Person_582,71,Female,California,Self-employed,37264.81,2968.31#,Education,619,0.5093,2019-10-01,1,No,60,58.6,Rejected
APP23746,Person_581,20,Female,New york,Employed,42925.19,28642.44,Debt consolidation,328,0.1295,2018-12-29,0,Yes,12,25.76,Approved
APP22906,Person_794,75,Male,Florida,Contract,60842.49,29624.58,Home improvement,778,0.5299,2021-04-19,4,No,72,21.56,Pending
APP43563,Person_294,35,Female,,Part-time,60382.84,74970.34,Unknown,550,0.2098,2022-12-16,3,No,20,24.6,Under review
app50039,Person_494,21,Other,California,Contract,118136.11,55315.84USD,,520,0.0852,2018-05-03,0,Yes,20,88.0,Under review
APP23241,Person_759,54,Unknown,New york,Employed,203819.66,-51695.69,Auto loan,680,0.5769,2022-11-18,0,No,24,27.77,Under review
APP46771,Person_245,59,Male,,Part-time,187560.58,18840.61,Auto loan,570,0.5863,2021-07-01,3,Yes,24,12.95,Rejected
APP25456,Person_257,22,Other,Georgia,Self-employed,29943.13,43702.5,Debt consolidation,323,,2022-09-23,1,Yes,72,22.05,Approved
APP56840,Person_161,39,Unknown,Florida,,31096.23,20294.08,Vacation,540,0.0005037,2020-04-23,3,Yes,36,84.4,Rejected
app62393,Person_737,75,Female,Pennsylvania,Self-employed,124774.46,42683.83,Debt consolidation,568,0.3161,2019-10-25,5,No,84,74.1,Pending
APP55036,Person_853,54,Male,New york,Employed,62742.9,49080.41,Auto loan,559,0.2925,2021-12-26,5,Yes,60,11.51,Approved
APP44330,Person_529,44,Female,New york,Contract,,32298.16,Medical,684,0.1076,2024-05-28,0,No,12,20.25,Under review
APP51693,Person_685,63,Female,New york,Part-time,235694.98,57437.49,Education,590,0.1732,2020-01-21,2,Yes,24,23.05,Under review
APP96161,Person_872,52,Male,Florida,Self-employed,225462.34,63048.84,Medical,560,0.6306,2018-10-19,6,Yes,12,17.42,Pending
APP29591,Person_916,50,Non-binary,Texas,Part-time,,6297.42,Business,646,0.2209,2020-08-27,5,No,60,15.48,Pending
APP13918,Person_395,25,Other,Texas,Self-employed,219326.7,60689.8,Debt consolidation,699,0.3167,2021-01-07,6,No,60,11.83,Approved
APP16964,Person_247,24,Male,Texas,Retired,151453.48,19862.6,Home improvement,844,0.1207,2019-11-14,2,Yes,48,78.5,Rejected
APP35533,Person_551,33,Male,New york,Employed,183528.07,40096.8,Vacation,771,0.3272,2023-05-17,6,No,36,80.6,Pending
APP85619,Person_239,18,Non-binary,California,Unknown,213583.13,50558.15,Business,566,0.6361,2024-01-03,5,Yes,36,18.87,Rejected
APP62412,Person_220,18,,California,Employed,232266.21,67601.97,Medical,698,0.142,2020-12-15,1,Yes,84,15.81,Pending
APP91895,Person_846,54,Female,New york,Retired,152342.78,,Home improvement,624,0.2016,2018-10-07,6,Yes,48,25.62,Under review
APP34979,Person_92,65,Male,Texas,Contract,43001.65,33743.16 ,Auto loan,426,0.5905,2020-10-13,3,Yes,48,25.22,Under review
APP60014,Person_114,65,Female,New york,Employed,46295.08,61683.51,Debt consolidation,554,0.3194,2020-06-11,1,Unknown,36,13.2,Approved
APP88724,Person_546,73,Other,New york,Employed,175323.97,38607.85,Debt consolidation,579,0.3044,2022-07-30,6,No,48,12.4,Pending
APP73166,Person_999,21,Female,California,,199066.53,64108.17,Education,580,0.6077,2023-08-11,6,No,12,74.0,Rejected
APP33260,Person_76,41,Male,Florida,Unemployed,213873.91,26563.52,Business,322,0.1534,2022-01-01,5,Yes,36,26.75,Rejected
APP30845,Person_847,27,Unknown,California,Retired,66335.53,28040.87,Auto loan,568,0.1325,2018-04-01,3,No,72,42.6,Approved
APP35948,Person_573,73,Non-binary,Texas,Self-employed,39528.44,21596.43,Home improvement,768,0.4182,2020-09-23,2,No,12,14.11,Pending
APP68425,Person_969,73,Non-binary,Texas,Employed,84711.26,53479.12,Auto loan,344,0.307,2024-03-18,0,No,20,21.22,Under review
APP50913,Person_132,35,Female,Texas,Part-time,66684.2,16843.89,Business,568,0.2437,2019-03-10,0,Yes,72,20.63,Approved
APP85057,Person_531,65,Male,Miami,Self-employed,88685.74,65243.31,Business,827,0.5355,2022-12-19,3,Yes,48,17.66,Approved
APP86758,Person_374,46,Female,California,Unemployed,223642.06,13434.38#,Unknown,845,0.5124,2019-04-09,3,Yes,20,16.71,Pending
APP21101,Person_58,49,Female,New york,Part-time,147812.48,79425.69$,Vacation,548,0.4504,2021-10-03,6,Yes,36,20.53,Pending
APP38541,Person_289,50,Female,Texas,Unemployed,157025.66,26232.88,Business,671,0.0004912,2022-09-09,3,No,60,18.19,Approved
APP34635,Person_246,29,Male,New york,Self-employed,116157.8,55215.01USD,Vacation,404,0.0001531,2022-04-16,3,Yes,60,14.12,Under review
APP81614,Person_579,50,Male,Unknown,Part-time,35902.04,8598.34$,Debt consolidation,529,0.5217,2018-03-20,1,Yes,12,13.26,Pending
APP17509,Person_889,68,Female,,Retired,89824.28,7060.71,Education,795,0.6802,2020-01-04,4,Yes,84,13.29,Under review
APP49315,Person_40,68,Male,California,Self-employed,183139.71,74258.63,Business,478,0.6056,2023-01-18,5,Yes,72,22.31,Approved
APP91501,Person_89,72,Female,Florida,Contract,188071.76,30437.15,Auto loan,650,0.178,2019-06-20,3,,72,20.76,Rejected
APP13890,Person_192,99,Unknown,Illinois,Self-employed,83911.41,18296.66,Business,568,0.5532,2022-11-12,0,No,36,14.02,Approved
APP84172,,31,Other,New york,,,1835.48,Business,727,0.5817,2021-12-20,5,No,72,20.25,Approved
APP75481,Person_68,41,Other,Unknown,Employed,,71209.24,Education,312,0.7408,2018-12-04,4,Yes,60,27.37,Rejected
app89803,Person_674,29,Unknown,Illinois,Unknown,239940.08,31037.82,Education,657,0.5692,2020-04-20,4,Yes,48,25.04,Unknown
APP81761,Person_439,62,Male,Miami,Employed,144842.59,57653.18,Business,788,0.2339,2018-02-15,3,No,24,14.75,
APP38687,Person_403,57,Female,,Unemployed,109194.98,20523.69,Debt consolidation,320,0.4497,2021-08-31,4,Yes,84,27.32,Rejected
APP79798,,42,Female,California,Employed,176574.31,31815.57,Business,568,0.1516,2020-09-17,5,No,24,20.25,Approved
APP83325,Person_842,75,Non-binary,New york,Self-employed,147018.4,18536.53,Home improvement,670,0.0862,2018-04-20,1,,12,77.3,Pending
APP93327,Person_733,31,Male,California,Unknown,83950.36,37068.89,Education,660,0.3429,2022-03-23,2,No,12,20.18,Rejected
APP65977,Person_118,75,Male,Florida,Part-time,56699.76,15251.33,Education,711,,2021-03-11,0,,24,40.3,Approved
APP52601,Person_746,31,Female,California,Self-employed,212524.41,12168.49,Debt consolidation,682,0.4353,2024-04-23,1,,72,97.6,Approved
APP72445,Person_941,56,Female,Texas,Retired,248515.72,50848.86,Medical,725,0.3054,2019-01-29,2,Yes,20,17.56,Under review
APP64867,Person_807,29,Female,California,Part-time,,na,Auto loan,603,0.1818,2023-08-29,6,Yes,48,21.22,Under review
APP38564,Person_350,54,Female,New york,Employed,111983.73,-20652.49,Business,597,0.6789,2019-11-22,6,Yes,20,12.43,Rejected
APP55449,Person_744,19,Male,New york,Contract,,56891.41,Business,568,0.1564,2022-04-02,0,,60,13.36,Rejected
APP52348,Person_449,35,Non-binary,New york,Employed,104122.04,31121.66,Medical,609,0.641,2021-06-19,5,No,84,60.5,Unknown
APP65346,Person_727,57,Female,Miami,Retired,219159.8,79033.36,Home improvement,616,22.81,2020-09-03,6,No,84,21.67,Rejected
APP91852,Person_385,66,Male,New york,Employed,105201.38,62660.98USD,Debt consolidation,603,0.6312,2020-03-07,1,Yes,48,17.22,Rejected
APP33850,Person_950,60,Female,Texas,Contract,52235.12,29099.7,Debt consolidation,759,0.4118,2024-03-15,3,Yes,36,22.24,Approved
APP34636,Person_613,67,Female,Ohio,Unemployed,103690.94,59622.11,Business,325,27.200000000000003,2021-06-17,3,Yes,72,99.2,Pending
APP50768,Person_14,58,Female,Florida,Employed,23957.39,25644.62,Unknown,684,0.3277,2023-02-27,1,No,60,16.69,Rejected
APP89547,Person_375,72,Male,New york,Self-employed,35208.12,43581.23,Auto loan,568,,2018-04-10,0,No,12,15.28,Pending
APP63368,Person_82,72,,Ohio,,194202.44,69507.93,Auto loan,357,0.4107,2020-09-17,3,Yes,60,75.1,Rejected
app86115,Person_525,23,Male,Pennsylvania,Self-employed,63055.63,6273.51$,,591,0.5029,2018-02-06,3,No,84,15.11,Pending
APP91060,Person_710,18,Other,Illinois,Employed,142761.75,21218.69,Medical,431,0.1402,2019-08-03,0,No,24,18.5,Pending
APP98102,Person_790,67,Male,New york,Unknown,188849.29,17361.01,Home improvement,554,0.3988,2023-12-15,2,No,60,12.11,Approved
APP65775,Person_881,72,Unknown,Miami,Unemployed,216265.96,3411236.0,Education,665,0.2651,2023-08-18,6,No,36,19.2,Pending
APP56913,Person_88,37,Female,Illinois,Self-employed,86521.48,4113.05,Education,808,0.6872,2021-05-04,6,Yes,84,37.4,Approved
APP43841,Person_363,37,Female,Illinois,Employed,85817.46,21310.31,Education,465,0.6842,2023-03-21,0,No,84,13.0,Approved
APP63258,Person_273,66,Female,California,Employed,130137.09,72705.59$,Debt consolidation,846,0.4046,2018-12-10,3,No,84,22.3,Approved
APP89657,Person_590,46,Female,Florida,Part-time,117562.99,30803.71,Home improvement,568,0.322,2019-10-21,4,Yes,84,25.78,Approved
APP57060,Person_172,45,Non-binary,,Self-employed,211036.27,41499.6,Debt consolidation,801,0.3618,2023-11-05,1,Yes,60,17.43,Approved
APP11937,Person_574,39,Male,California,Retired,145252.77,-44354.62,Auto loan,399,,2018-08-11,4,No,36,39.6,Pending
APP60523,Person_103,67,Female,Texas,Self-employed,21842.53,42294.2,Debt consolidation,816,0.5291,2023-05-29,2,No,60,97.4,Rejected
